               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.042096,             0.35816,            0.014889,             0.57751,             0.62876,             0.63373,             0.37497,            0.035389,             0.31265,            0.022177,             0.00439,             0.00439,             0.00439
                  87,            0.041619,             0.35485,            0.015433,             0.58612,             0.66652,             0.64588,             0.33925,             0.03937,             0.33502,              0.0209,            0.004324,            0.004324,            0.004324
                  88,            0.041856,             0.36196,            0.015009,             0.60988,             0.70304,             0.65599,             0.38519,            0.034881,              0.3158,            0.018387,            0.004258,            0.004258,            0.004258
                  89,            0.041651,             0.34263,            0.014638,             0.53609,              0.6246,             0.59103,             0.33295,            0.035064,             0.31191,            0.028399,            0.004192,            0.004192,            0.004192
                  90,            0.041295,             0.38113,            0.015691,             0.54193,             0.61905,              0.6076,             0.34427,            0.036691,             0.32686,            0.024667,            0.004126,            0.004126,            0.004126
                  91,            0.040784,             0.35548,            0.014851,             0.59002,              0.5549,             0.55363,             0.33435,            0.035074,             0.32423,            0.033744,             0.00406,             0.00406,             0.00406
                  92,            0.039778,             0.33362,            0.015172,             0.61358,             0.68902,             0.64398,             0.37497,            0.034969,             0.31648,            0.017969,            0.003994,            0.003994,            0.003994
                  93,            0.041249,             0.35599,            0.015038,             0.46384,             0.53466,             0.47716,             0.27946,            0.038448,             0.35555,            0.032694,            0.003928,            0.003928,            0.003928
                  94,            0.041739,             0.36031,            0.015204,             0.55126,             0.64605,             0.61227,             0.36019,            0.035716,               0.322,            0.022459,            0.003862,            0.003862,            0.003862
                  95,            0.042727,             0.36179,            0.014662,             0.61408,             0.68956,             0.64317,             0.35795,            0.036582,             0.31967,            0.017948,            0.003796,            0.003796,            0.003796
                  96,            0.041484,             0.35655,            0.014458,             0.61371,             0.68337,             0.65963,             0.37133,            0.036548,             0.31795,            0.018326,             0.00373,             0.00373,             0.00373
                  97,            0.041479,             0.36873,            0.014144,             0.53185,             0.69901,             0.61928,             0.35697,            0.036433,             0.32654,            0.018806,            0.003664,            0.003664,            0.003664
                  98,            0.041303,             0.35543,            0.015052,             0.60485,             0.69753,             0.63899,             0.36741,            0.035995,             0.32363,            0.017209,            0.003598,            0.003598,            0.003598
                  99,            0.040436,             0.36336,            0.014046,              0.5952,             0.66777,             0.62848,             0.35766,            0.036322,             0.31954,            0.019977,            0.003532,            0.003532,            0.003532
                 100,             0.03986,             0.34431,            0.014067,             0.57033,             0.63638,             0.60277,              0.3556,            0.035419,             0.32392,            0.019773,            0.003466,            0.003466,            0.003466
                 101,            0.041119,             0.36368,            0.014678,             0.54611,             0.65957,             0.62165,             0.37211,            0.035027,             0.32179,            0.022617,              0.0034,              0.0034,              0.0034
                 102,            0.041183,             0.34427,            0.013885,             0.59978,             0.70405,             0.64507,             0.37431,            0.035037,             0.31537,            0.019305,            0.003334,            0.003334,            0.003334
                 103,            0.041076,             0.35876,            0.015737,             0.54193,             0.64226,             0.60953,             0.35382,            0.034923,             0.32426,            0.024047,            0.003268,            0.003268,            0.003268
                 104,            0.040953,             0.35493,            0.014204,             0.52754,             0.58523,             0.58548,             0.34799,            0.035756,             0.31556,            0.028868,            0.003202,            0.003202,            0.003202
                 105,            0.039788,             0.33367,            0.014393,             0.60998,             0.62744,             0.63961,             0.37714,            0.034863,             0.31246,            0.021766,            0.003136,            0.003136,            0.003136
                 106,             0.03931,              0.3387,            0.015064,             0.62709,              0.6797,             0.65859,             0.38667,            0.035456,             0.31495,            0.019683,             0.00307,             0.00307,             0.00307
                 107,             0.03913,             0.33574,            0.014447,             0.61132,             0.67172,             0.64437,              0.3845,            0.034699,             0.32115,            0.017905,            0.003004,            0.003004,            0.003004
                 108,            0.039937,             0.35532,            0.013804,             0.58734,             0.65294,              0.6288,             0.36864,            0.035305,             0.32489,             0.01906,            0.002938,            0.002938,            0.002938
                 109,            0.040339,              0.3548,            0.014256,             0.64271,             0.67035,             0.66205,             0.38206,            0.037674,             0.31796,            0.027422,            0.002872,            0.002872,            0.002872
                 110,            0.041293,             0.35432,             0.01418,             0.63178,             0.69695,             0.67052,             0.39879,            0.034151,             0.31117,            0.015888,            0.002806,            0.002806,            0.002806
                 111,            0.039579,             0.35111,            0.014311,             0.61792,             0.72642,             0.67467,             0.40644,              0.0335,              0.3112,            0.016728,             0.00274,             0.00274,             0.00274
                 112,            0.038659,             0.33768,            0.013684,             0.63858,             0.71333,             0.67469,             0.40228,            0.033792,              0.3101,            0.016265,            0.002674,            0.002674,            0.002674
                 113,            0.039849,             0.35048,            0.013607,             0.66327,             0.67769,             0.67007,             0.40071,            0.034496,             0.31743,            0.015367,            0.002608,            0.002608,            0.002608
                 114,            0.038491,             0.33323,            0.013785,             0.62707,             0.70025,             0.66843,             0.38089,            0.034859,             0.31991,            0.017218,            0.002542,            0.002542,            0.002542
                 115,            0.039831,             0.34739,            0.012976,             0.62015,             0.69508,               0.648,             0.38412,            0.037592,             0.32464,            0.018775,            0.002476,            0.002476,            0.002476
                 116,            0.039354,             0.35095,            0.013042,             0.63504,             0.63338,             0.66165,             0.39546,            0.034039,              0.3089,            0.018693,             0.00241,             0.00241,             0.00241
                 117,            0.039571,             0.33749,              0.0139,             0.65247,             0.65735,             0.67658,              0.4124,             0.03341,             0.31068,            0.015519,            0.002344,            0.002344,            0.002344
                 118,             0.03861,             0.33228,              0.0128,             0.61895,             0.68034,             0.66026,             0.39458,            0.034179,             0.31983,            0.016992,            0.002278,            0.002278,            0.002278
                 119,            0.037963,             0.33266,            0.013133,             0.64045,             0.67592,             0.65776,             0.38072,            0.035298,             0.32376,            0.018094,            0.002212,            0.002212,            0.002212
